Sl.No.,Load,Biogas flow rate,methane fraction,Intake temperature,CO2,CO,HC,O2,Smoke,Nox,Pb (kW),ṁf1 (kg/s),ṁf2 (kg/s),% pilot fuel,% Energy of pilot,ɳBT (%),ɳvol (%),BSEC ,A/F Ratio,ER,Pm,Pm(CA),dp/dt,ID,CD,CA50,Max. HRR,BSFC,CO2,HC,CO,NOx
77,20,4,50,35,7.33,0.22,98,10.16,52,712,3.90133333333333,0.000258539642745,2.22666666666667E-05,92.0704535758825,0.90480135097451,33.3594307842616,88.981909364564,2.99765306688561,22.2481899541154,0.542919144595392,67.1762356439321,360,10.2154919989295,21,100,44,82.6702376929232,0.263671595015349,7.33,0.322506172059372,15.593705022651,5.40716784551663
78,20,4,65,35,7.4,0.21,116,10.01,51,744,3.88666666666667,0.000249320036265,2.89466666666667E-05,89.5975097409327,0.875781413201035,33.357639845139,89.6860120890035,2.99781400795274,23.7974951815203,0.538273836957568,66.7130777525598,361,10.0827558392034,21,85,34,82.4408898460372,0.263685751285913,7.4,0.383685195523191,14.9606694275621,5.67894798678887
79,20,4,80,35,7.28,0.2,121,9.96,50,756,3.88247619047619,0.000242006453505,3.56266666666667E-05,87.1677173657872,0.847569151778877,33.2228184269798,89.0438472060072,3.00997942783781,25.08973425942,0.543927388910244,66.1404067903825,362,8.84831011246632,22,88,33,71.9849644895224,0.264755813629205,7.28,0.396532376462978,14.11685510612,5.71732631797859
80,20,4,100,35,7.01,0.22,131,9.68,50,809,3.89504761904762,0.0002303825747,4.45333333333333E-05,83.8011071632983,0.80896434279194,33.4173494803047,88.7564544769937,2.9924575573816,27.5791427800128,0.541861406495946,65.4502423824904,361,8.9774682775073,22,89,34,73.8194778833663,0.263214601411595,7.01,0.426437558818527,15.4248700077635,6.07729862156527
81,5,4,50,60,3.87,0.13,152,15.35,29,140,1.04866666666667,0.000117907674718,2.22666666666667E-05,84.1150195914926,0.812540437797463,17.6571192421911,85.7820291333206,5.66343799508662,36.2103665351078,0.286931419781006,44.7545379396743,364,2.47540705056503,25,99,47,21.2857182773345,0.498152286510747,3.87,1.75449921009706,32.3197222912616,3.7291987259148
82,5,4,65,60,3.64,0.12,188,15.38,29,125,1.05495238095238,0.000110176282051,2.89466666666667E-05,79.1934638149801,0.757021374594559,17.7105628322437,85.9243412861476,5.64634794202818,40.389314444748,0.285172481828755,45.946768486945,364,2.49844105935502,25,88,40,22.4995454900551,0.496649056667842,3.64,2.16759459290901,29.7999911300093,3.32589186718854
83,5,4,80,60,3.25,0.14,236,15.62,28,114,1.05914285714286,0.000102446293307,3.56266666666667E-05,74.1972166936219,0.701831731988641,17.7284501098926,84.933542198273,5.64065100897901,44.8806981487093,0.287762984013907,43.2848386179015,363,2.68726365738537,25,58,23,23.1074469691633,0.496147958178373,3.25,2.68314350222757,34.28266795545,2.99098786754181
84,5,4,100,60,3.04,0.15,276,15.77,27,110,1.06228571428571,9.66268446943078E-05,4.45333333333333E-05,68.4519147286616,0.639780146154907,17.1851678776226,85.331175222042,5.81897137765023,52.1040236690891,0.294888025923297,44.4544327866384,364,2.29127757990536,25,89,45,19.7024117911863,0.511832900692455,3.04,3.14307845887966,36.7918883146448,2.89079122472209
85,10,4,50,60,5.2,0.13,133,13.46,35,314,2.05961904761905,0.000155279503106,2.22666666666667E-05,87.4586612061366,0.850931711454978,27.5769957919132,85.9984197695028,3.62621080100845,30.0733420208724,0.366860587673731,50.5916798786586,362,3.21424675955883,23,107,52,24.7334162432934,0.31895912049527,5.2,0.773749952152148,16.2894726768873,4.21557232462304
86,10,4,65,60,4.95,0.11,155,13.52,33,326,2.0627619047619,0.000147717099373,2.89466666666667E-05,83.6148253173124,0.806844487640353,27.5288230716431,86.2074614038498,3.63255631160666,32.8457719453805,0.366184377010502,50.4033128806571,364,3.85674562431504,24,104,49,33.1636773870276,0.319517267439992,4.95,0.901475143805316,13.7793719251631,4.37539796844466
87,10,4,80,60,4.67,0.1,174,13.68,32,316,2.06590476190476,0.00014224137931,3.56266666666667E-05,79.9701703186916,0.76570616514982,27.1722725917991,85.7367612915023,3.68022216994029,35.4985884167186,0.372594988825809,49.4410870870335,363,3.45845793677232,24,89,34,29.738850949521,0.323709925033841,4.67,1.004230848467,12.4307974169214,4.20871283972909
88,10,4,100,60,4.51,0.12,210,13.45,31,325,2.07219047619048,0.000134759882391,4.45333333333333E-05,75.1617298215506,0.712395711256405,26.7651587445815,85.4766902259063,3.73620051927563,40.0790953472102,0.378773798864606,49.2452834155019,363,3.4417993730717,24,91,39,29.5956060259213,0.328633743876864,4.51,1.20454271136112,14.8251410629061,4.30193825486114
89,15,4,50,60,6.5,0.1,110,11.74,43,648,3.00614285714286,0.000200583515682,2.22666666666667E-05,90.0082349352399,0.880579709237825,32.2450108448475,86.6096786392149,3.10125496564934,24.7735604320674,0.467649415383113,58.4880021934064,362,6.33799519235081,23,92,37,51.3816909319266,0.272784349988702,6.5,0.432619503424517,8.47087139572481,5.88120499760323
90,15,4,65,60,6.6,0.09,132,11.3,43,650,3.02185714285714,0.000192711983182,2.89466666666667E-05,86.9408810860777,0.844950434208971,32.3724761319105,85.4442630751667,3.0890439023732,26.3886214293018,0.471717482540902,57.1935671205596,364,6.29285238527313,22,84,33,51.0636311946468,0.271710272882709,6.6,0.51094164550056,7.50333885000822,5.80615506250636
91,15,4,80,60,6.1,0.09,146,11.65,41,609,3.02657142857143,0.000184357541899,3.56266666666667E-05,83.8048981338766,0.809007500926435,32.4505486957807,85.6688727272748,3.08161199175662,28.6767371231374,0.468878508013475,57.9506291197305,362,6.11361158084576,23,90,36,49.5724009877264,0.271056566905879,6.1,0.56496730391651,7.5011465008936,5.43833121314786
92,15,4,100,60,5.71,0.09,169,11.52,40,662,3.04385714285714,0.000174973488865,4.45333333333333E-05,79.712096012656,0.762817317177863,32.4229133205171,85.1823690618127,3.08423857570875,31.9476630101699,0.47127604913132,56.2968894970034,364,5.54538866926111,23,90,35,44.8639591890248,0.271287599505266,5.71,0.648011826184848,7.43281657708611,5.85776735003691
93,20,4,50,60,7.81,0.21,92,10.01,52,910,3.92647619047619,0.000262655205349,2.22666666666667E-05,92.1849921491909,0.90615303610217,33.0977128107762,85.8166488269007,3.02135681011291,19.736448221514,0.613471014618077,66.0508622796299,361,8.9786205155951,20,93,38,71.7231067448323,0.265756560701879,7.81,0.271548248681357,13.3503654033978,6.19838393729185
94,20,4,65,60,7.75,0.21,119,9.34,50,1059,3.93066666666667,0.000252834814588,2.89466666666667E-05,89.7272643547055,0.877296348099185,33.3238476097284,86.1003264681078,3.00085395813677,21.1388277958459,0.606838945844927,65.4256456832236,361,9.95010459600887,20,90,36,80.5610338874827,0.263953143307573,7.75,0.35127539962768,13.3516441487444,7.21397507832669
95,20,4,80,60,7.47,0.18,120,9.47,51,960,3.93695238095238,0.000248643761302,3.56266666666667E-05,87.4673328065644,0.851031997528787,32.9236488780742,85.9628592092444,3.03733041165422,22.2292766684856,0.614744530436921,64.9128200426749,361,9.34513771869514,20,85,33,75.2816836195033,0.26716158820258,7.47,0.352878102307432,11.4006771514709,6.51467265798337
96,20,4,100,60,7.14,0.2,141,9.48,49,1037,3.97047619047619,0.000235512417927,4.45333333333333E-05,84.0978364667791,0.812344563021805,33.4617415210476,85.9750483271509,2.98848761165343,24.7263741772428,0.604048879707699,65.5058003924984,361,7.97926400189147,20,89,37,62.626055893061,0.262865407592659,7.14,0.412887696653262,12.614135849745,7.00760296938514
97,5,4,50,80,4.07,0.12,145,15.28,27,151,1.04709523809524,0.000113793103448,2.22666666666667E-05,83.634643327814,0.80706993286687,18.1451635850744,83.2253889070042,5.51111041414124,33.7805962311076,0.305034504524037,47.5107783524521,363,3.61146730007406,24,93,41,35.1760788489261,0.484753652533925,4.07,1.53477714253298,27.3573007899779,3.68835037436309
98,5,4,65,80,3.66,0.12,187,15.33,25,147,1.04761904761905,0.000106410421772,2.89466666666667E-05,78.6145912264236,0.750567244480426,18.0546180872232,83.5239975760626,5.53874911764361,37.5557903578785,0.305011551452176,47.1065009657828,364,2.99638570347977,24,90,42,25.3466695251234,0.487184734741913,3.66,1.98069387142698,27.3761061620512,3.59311393376922
99,5,4,80,80,3.56,0.13,217,15.28,24,140,1.04919047619048,0.000104022191401,3.56266666666667E-05,74.4883938474838,0.70501638974771,17.3742886139026,82.7180804976626,5.7556313367548,40.4540611476051,0.319627111076728,47.4594533546675,364,2.85692225611579,24,107,51,23.1353736474591,0.506261552294695,3.56,2.27204492261404,29.3167086788909,3.38269715525664
100,5,4,100,80,3.03,0.14,261,15.37,26,134,1.0502380952381,9.79926357049531E-05,4.45333333333333E-05,68.7542322049602,0.643008455479176,16.837999389236,83.6537044529994,5.93894783390518,47.1827079313165,0.325470192089145,45.8433564493712,362,2.78120768865154,23,105,58,21.0844648479219,0.522385950988532,3.03,2.75413866243982,31.8191086258889,3.2630820580631
101,10,4,50,80,5.34,0.11,118,13.14,35,384,2.04180952380952,0.000153488372093,2.22666666666667E-05,87.3308516081226,0.849454042916814,27.609536132647,83.9494541374306,3.62193698291638,27.6614326592311,0.397901916472781,53.2723984499578,361,4.93018322693716,21,98,42,37.9903601054075,0.318583198262777,5.34,0.633935231537614,12.7282953920199,4.76071308169056
102,10,4,65,80,5.07,0.1,145,13.18,33,391,2.06171428571429,0.000146172927002,2.89466666666667E-05,83.4703438603141,0.805201476517485,27.7488875195729,82.4313879811061,3.60374807564679,29.8222331038399,0.402723151381315,51.3893031432473,362,4.12930587890929,22,86,36,31.4385969094912,0.316983313925148,5.07,0.762968019197917,11.3332119562555,4.74780629453133
103,10,4,80,80,4.8,0.1,173,13.32,32,383,2.05542857142857,0.000140664961637,3.56266666666667E-05,79.7910615441514,0.763700910498965,27.2658626476226,83.393214125307,3.66758980973299,32.6611648103545,0.404658000033322,51.7472575419333,362,3.96280563430173,22,87,37,31.1003673859752,0.322598790926475,4.8,0.918324278551134,11.4331168516815,4.69166116520788
104,10,4,100,80,4.56,0.11,200,13.25,31,355,2.06171428571429,0.000133668178872,4.45333333333333E-05,75.0095648560277,0.710726257484963,26.7844224891596,83.1389665212664,3.73351338975005,36.8125278694473,0.412497687538728,50.2145665991815,364,3.83366303602882,23,86,37,31.218940667097,0.328397385728601,4.56,1.05486399201196,12.4960811361417,4.32088519804899
105,15,4,50,80,7.05,0.09,110,10.68,42,800,2.99985714285714,0.000203854707191,2.22666666666667E-05,90.152781098557,0.882270403430668,31.7220333407963,82.3751147574332,3.15238304322044,21.9285106659941,0.529835423916859,60.2598536960035,363,7.64903887645218,21,93,39,60.5901896356029,0.277281542112823,7.05,0.39010898001156,6.87464775964427,6.54728358061359
106,15,4,65,80,6.55,0.09,121,11.05,41,716,3.02185714285714,0.000194529592077,2.89466666666667E-05,87.0470953696136,0.846176309185116,32.116528247094,82.8931110028177,3.11366157732345,23.9855183238061,0.519562330150241,58.4465448301333,362,6.10825580434352,22,94,40,48.0104030961796,0.273875627403353,6.55,0.430203149157665,6.89200213526584,5.87461134386945
107,15,4,80,80,6.11,0.08,136,11.17,41,698,3.025,0.000186440677966,3.56266666666667E-05,83.9568187184017,0.810737610449481,32.1398986746062,83.1758408429974,3.11139748797684,26.0293915929528,0.516908321449324,59.4028856563845,361,6.10367233856023,20,104,46,46.6529463964092,0.273676479591395,6.11,0.48365856368011,6.12780080680682,5.72839950422031
108,15,4,100,80,5.91,0.09,156,11.15,39,722,3.03128571428571,0.000178997613365,4.45333333333333E-05,80.0773297876278,0.766906623405609,31.7323034086166,83.3698288759004,3.15136278360574,28.8456806142111,0.521608630439372,57.4903133702009,363,5.98183071420963,21,73,27,47.0651691888456,0.277191800747182,5.91,0.554070114001173,6.88489490770688,5.9177310992433
109,20,4,50,80,7.8,0.2,91,9.25,51,967,3.89714285714286,0.000268817204301,2.22666666666667E-05,92.3504292447951,0.908106572944956,32.1666298981385,82.9794242875565,3.10881184372339,17.5558322604883,0.692052612562337,67.101243931447,362,9.24840086117811,20,99,43,73.6904134469348,0.273449048021018,7.8,0.246469173495407,11.6671798104335,6.04401582679776
110,20,4,65,80,8.14,0.2,109,8.24,50,1119,3.91390476190476,0.000263409961686,2.89466666666667E-05,90.0988505614567,0.881639477195122,32.0072648890523,83.4072358994135,3.12429069920948,18.6284584651879,0.691447246591738,57.4491519705509,362,6.59742506555911,20,100,53,51.5402387942335,0.274810557983633,8.14,0.295822556680159,11.690940842688,7.00830150158993
111,20,4,80,80,8.2,0.21,122,8.28,50,1139,3.91809523809524,0.000247896634615,3.56266666666667E-05,87.4343073371508,0.850650081785913,32.8499552786973,83.3180302995211,3.04414417467559,20.2763487249234,0.673854167836892,68.5401479048754,362,7.76940371284991,19,85,37,60.0810995298423,0.267760922322912,8.2,0.329380554864498,12.2115867755564,7.09642721293814
112,20,4,100,80,7.47,0.22,134,8.87,49,1142,3.93695238095238,0.000240384615385,4.45333333333333E-05,84.3697690743174,0.81544608322353,32.6308375179884,83.3055257653763,3.06458576016852,22.0271389384809,0.677731409351402,68.3564437747727,362,9.16068811484347,19,97,41,73.039115632633,0.26955895075759,7.47,0.36037303058532,12.7433861561744,7.08747418361255
113,5,4,50,100,4.3,0.12,142,15.01,27,222,1.0502380952381,0.000117487895187,2.22666666666667E-05,84.0673060174936,0.811996574276226,17.7348826105126,79.8571040512569,5.63860512618921,30.2023844599391,0.343725003322731,46.6645693949219,361,3.31286948799829,23,102,52.5,25.6557952679677,0.495968003671843,4.3,1.36951281983196,24.9272105884907,4.94092924164727
114,5,4,65,100,4.44,0.11,169,14.52,27,278,1.05547619047619,0.000112859097127,2.89466666666667E-05,79.5871014744226,0.761419282270878,17.398636600862,80.5086707428371,5.74757679547406,33.3113613206109,0.347065263695555,46.4594816885045,362,3.32072800502312,23,80.5,35.5,27.0706333649142,0.505553080133567,4.44,1.63829677948907,22.9674741958413,6.21911476601677
115,5,4,80,100,3.84,0.11,204,14.99,26,175,1.06385714285714,0.000104232469994,3.56266666666667E-05,74.5267506168105,0.705436194797352,17.5920925257495,80.2179796060813,5.68437210375232,37.5986683311472,0.343954264781585,45.7954614743487,363,3.31784680252698,24,86,36.5,27.0869883178081,0.499993636960231,3.84,1.96390010718709,22.8084929492317,3.88781129816449
116,5,4,100,100,3.41,0.13,256,14.96,28,158,1.05809523809524,0.000100036376864,4.45333333333333E-05,69.1959447989141,0.647732582988483,16.7394824764669,80.9987555019071,5.97390033655967,42.9433172251604,0.357318832999689,44.6417684255614,362,2.74607001015083,24,76,32,21.0070528456302,0.525460350166507,3.41,2.48046560432809,27.1300925473384,3.53287468885671
117,10,4,50,100,5.29,0.11,110,13.13,33,418,2.04704761904762,0.000153946631834,2.22666666666667E-05,87.3637989549666,0.849834885204906,27.6103419795189,81.2130165447855,3.62183127156408,25.3409354244941,0.434604104268423,51.7726311895561,363,4.69080013074905,22,84,34.5,36.4158847621748,0.318573899961657,5.29,0.542768370727042,11.6903956771978,4.75966109714483
118,10,4,65,100,5.4,0.1,131,12.89,32,442,2.05333333333333,0.000150163815071,2.89466666666667E-05,83.8386528885197,0.809391811291361,27.0416039255001,80.5988756138161,3.69800549832403,26.9897146138831,0.44664593281613,51.0345286303423,362,3.97473089730519,22,93,40,31.1917465544444,0.325274134919041,5.4,0.640011989634587,10.5228042922892,4.98329946127693
119,10,4,80,100,5,0.12,161,13.03,31,448,2.06485714285714,0.000141170431211,3.56266666666667E-05,79.8488396618265,0.764347612552345,27.3159720501101,81.2346492251497,3.66086185095496,30.1720052433296,0.438148649962281,50.2845191896495,362,4.25763578372178,23,81.5,32.5,33.7212228261417,0.322007004091034,5,0.7897968633857,12.6790131914761,5.07160527659045
120,10,4,100,100,4.65,0.11,194,12.87,31,420,2.08790476190476,0.000133000161212,4.45333333333333E-05,74.9155316030338,0.709695119917743,27.2213596494582,79.9816620463715,3.67358579026711,34.0690956487825,0.44578994944021,50.3334000206,362,4.04405953427355,23,98.5,44,31.8020803085971,0.323126193436317,4.65,0.933563296001365,11.4011695150048,4.66411480159286
121,15,4,50,100,7.15,0.09,105,10.09,41,832,2.96214285714286,0.000203854707191,2.22666666666667E-05,90.152781098557,0.882270403430668,31.3232230735469,81.0953532372811,3.19251948515004,20.1734591562968,0.57593007002747,58.3771270041167,362,6.6887504183242,21,83,31,52.7186686973778,0.280811917184816,7.15,0.348251587643361,6.42926007956974,6.36802903119289
122,15,4,65,100,6.97,0.08,124,10.91,40,792,2.99042857142857,0.000197604790419,2.89466666666667E-05,87.2229174603365,0.848206798177763,31.3629705903621,81.8732089648473,3.18847348059339,21.9338225549033,0.569222463816991,57.9032532602516,363,6.12144209719161,21,90.5,36.5,47.4035668263404,0.28045603328128,6.97,0.413639509002876,5.74784429383649,6.0968205545337
123,15,4,80,100,6.63,0.09,138,10.74,39,752,3.01871428571429,0.000188184306569,3.56266666666667E-05,84.0818052164502,0.812161831748491,31.8317605858852,80.7261572969086,3.14151646529856,23.6910325539429,0.568238070539754,57.3199286103154,362,6.27643691471964,21,75.5,29,49.1175623886405,0.276325725055581,6.63,0.452423362024341,6.35511077091048,5.689337261577
124,15,4,100,100,5.83,0.09,141,11.21,40,771,3.03442857142857,0.000180052378874,4.45333333333333E-05,80.1708964939631,0.767955254920679,31.6222995951445,80.6860262351654,3.16232536154185,26.3233804794814,0.571491604304682,57.6741491826609,362,5.63538304928651,21,90,37,43.1283699261386,0.278156061902625,5.83,0.460157603227913,6.32622564175854,5.80657139261409
125,20,4,50,100,8.05,0.2,85,8.9,50,1016,3.90761904761905,0.000276381909548,2.22666666666667E-05,92.5441912535083,0.910396371960344,31.4494170955268,79.9508184139826,3.17970917223211,15.7138946040663,0.776315687155283,67.101243931447,362,9.24840086117811,20,69,25,73.6904134469348,0.279685130473895,8.05,0.211248347377782,10.705798600141,5.82701323807675
126,20,4,65,100,8.1,0.22,89,8.65,51,1030,3.90342857142857,0.000264,2.89466666666667E-05,90.1187929543489,0.881872763417752,31.8586755185892,80.8492242408716,3.13886244083346,17.0132551570382,0.757259007538841,57.4491519705509,362,6.59742506555911,20,69,25,51.5402387942335,0.276092278806696,8.1,0.22265287460393,11.8542930644789,5.94639051448699
127,20,4,80,100,8.24,0.24,98,8.34,50,1087,3.91809523809524,0.000259352404904,3.56266666666667E-05,87.9223070040352,0.8562989889503,31.6074614766074,80.5465800859592,3.1638099147573,17.8857817479365,0.76559686800039,66.8113612404983,361,8.18887435800566,19,96,40,64.079471819108,0.278286642228457,8.24,0.243589115291765,12.8486566307744,6.23504007038026
128,20,4,100,100,7.91,0.23,122,7.07,40,1243,3.92228571428571,0.000248568846038,4.45333333333333E-05,84.8062087327849,0.820431445563261,31.6311007096777,81.2611480158986,3.16144546842799,19.6930477604975,0.757451037120706,66.9197647246493,363,8.37203158056996,19,97,42,65.5943648730267,0.278078667082212,7.91,0.304447188277222,12.3621683007901,7.15815614808172
129,5,8,50,35,4.05,0.16,270,14.59,27,73,1.05442857142857,0.000105579728692,4.45333333333333E-05,70.3334721626085,0.659938426386071,16.1034718232105,87.2598357834323,6.20984102669503,29.5757075566734,0.284981367434763,47.0128392487251,366,2.89895224418595,26,84.5,35,26.6703638629184,0.546213538313675,4.05,3.44822258511687,44.0115019410928,2.15145511720967
130,5,8,65,35,3.42,0.16,346,16.16,25,40,1.06228571428571,9.99273255813954E-05,5.78933333333333E-05,63.3170120240004,0.585558038600465,15.2092045714628,87.8789338129141,6.57496580640588,33.5934635344758,0.299010653264212,45.8734376166295,365,2.28132751116648,25,84,38,21.1373578697143,0.578329674136561,3.42,4.4327772235137,44.150382306228,1.18259952605968
131,5,8,80,35,3.31,0.18,390,15.83,23,40,1.07119047619048,9.32835820895522E-05,7.12533333333334E-05,56.6946219028106,0.517291586900133,14.5136411364969,87.1483998887969,6.89006976674751,38.3298460499315,0.315342809465964,46.8467205967947,365,2.65906006871997,26,92,41,24.4286170333818,0.606046011539558,3.31,4.93724819877869,49.0803371239539,1.16857945533223
132,5,8,100,35,2.71,0.18,449,15.65,22,42,1.08219047619048,8.17965496728138E-05,8.90666666666667E-05,47.8725330268253,0.429140519194244,13.8722760487506,87.7894637044171,7.2086224098032,48.778162378263,0.32656030522601,45.8267266139674,366,2.39809545263481,26,78,30,23.6608765996109,0.634065692809116,2.71,5.69479278209681,49.1721014592564,1.22930253648141
133,10,8,50,35,5.3,0.15,223,13.89,29,160,2.06590476190476,0.000135512483574,4.45333333333333E-05,75.265555124675,0.713535426849954,26.5782272060342,88.7459792052337,3.76247818279228,26.5543280513055,0.340005574905108,50.7960346023809,365,3.42411375001417,26,87,42,31.0411685949344,0.330945109901588,5.3,1.45362982634257,21.0598319097578,2.40683793254375
134,10,8,65,35,4.71,0.14,262,14.02,27,158,2.08057142857143,0.000122005323869,5.78933333333333E-05,67.8189185879671,0.633033752051207,26.3760763726043,88.770721860296,3.79131446949653,30.4718967393605,0.341783166356736,51.957524514769,365,3.69288495576924,25,80,30,33.3672267579965,0.333481530741485,4.71,1.70035749773841,19.5695871730316,2.36632253061658
135,10,8,80,35,4.26,0.16,310,14.09,26,150,2.06485714285714,0.000111275964392,7.12533333333334E-05,60.9633443938,0.561084128986471,25.4387697803794,90.0968252329741,3.93100770451285,35.2262508531484,0.348446327118069,51.1657389384518,365,3.77283150016887,25,82,28,34.0898825375538,0.345768855948159,4.26,2.03317104746124,22.60200072612,2.27029025150759
136,10,8,100,35,3.7,0.15,357,14.06,23,138,2.09628571428571,9.98547567175018E-05,8.90666666666667E-05,52.855179115631,0.478543925767698,24.5461284215723,89.0647065330283,4.07396222665059,43.3483748373489,0.364313966207021,50.8241764276153,365,3.77042171541442,25,83,36,34.0467318080962,0.35834304182814,3.7,2.30263189039356,20.8382976506204,2.0540607684183
137,15,8,50,35,6.62,0.11,166,11.82,33,347,3.05328571428571,0.000176735218509,4.45333333333333E-05,79.873627335408,0.764625105979029,32.2754551534017,88.726134110908,3.09832966025455,23.0239948548402,0.420610925447427,61.4011893457788,363,7.5079132306515,23,87,33,62.9020488047944,0.272527042047409,6.62,0.725234913373446,10.3508968173782,3.49846869704243
138,15,8,65,35,6.12,0.12,195,11.98,31,353,3.06428571428571,0.000161384976526,5.78933333333333E-05,73.5982398940785,0.695292824582004,32.2562129666185,88.4076300397406,3.10017794412161,25.95294336083,0.421602542159702,59.8410691579065,363,7.10981566376149,23,84,33,59.5495371008575,0.272689615882471,6.12,0.844886651839251,11.1984976338457,3.52952648638172
139,15,8,80,35,5.7,0.12,229,12.01,30,352,3.07371428571429,0.000150218499636,7.12533333333334E-05,67.8273609884951,0.633123613834247,31.652503440744,89.4719176854401,3.15930776809512,29.7195487494471,0.423786690471965,58.6052237104085,363,6.33257491315258,23,85.5,34,52.8972491218669,0.277890636364895,5.7,0.999423042789452,11.2800182189202,3.54514858308922
140,15,8,100,35,5.32,0.14,273,11.54,28,395,3.11142857142857,0.00013649900728,8.90666666666667E-05,60.5140866035553,0.556439343668674,30.9904333668615,88.7141663798229,3.22680224623549,35.7837997672047,0.435461263524951,54.8395040425456,366,5.21350274550974,24,77,28,44.8302636342978,0.28382740633424,5.32,1.17484417266661,12.9765825777771,3.92276794761885
141,20,8,50,35,8.5,0.23,143,9.27,48,739,3.93904761904762,0.000226772952172,4.45333333333333E-05,83.5855873186041,0.806511917644968,34.2286872805993,89.9323900355546,2.92152600478721,19.7134176246157,0.522263035251477,69.9863027699191,362,10.0496357399844,21,95,40,81.5256662081718,0.256975508630618,8.5,0.478253089816602,16.567777829042,5.70353469673699
142,20,8,65,35,7.7,0.22,153,9.45,46,773,3.96419047619048,0.000209497206704,5.78933333333333E-05,78.3487728005375,0.747608801403382,34.5644905257144,88.6499352157843,2.89314260036915,21.811980183246,0.523854682564756,68.7013601686361,362,10.5372553153116,22,90,33,86.2661842707034,0.254478923019178,7.7,0.502057567086968,15.5488919721253,5.85355202651925
143,20,8,80,35,7.39,0.21,194,9.46,43,763,4.04380952380952,0.000199951526903,7.12533333333334E-05,73.727117843185,0.696698373473598,34.4262913342361,88.2950563091502,2.90475668811158,24.4458054285904,0.527311519813659,67.6523219737655,363,9.3793359457448,22,87,32,77.1601054239224,0.255500490549298,7.39,0.631052863411881,14.712889916185,5.72751786022917
144,20,8,100,35,6.97,0.22,235,9.44,40,760,4.03542857142857,0.000180131004367,8.90666666666667E-05,66.914027775675,0.62342016769486,34.1241245817651,89.1669897844797,2.93047810678305,29.3150331177826,0.525566931317507,67.2031918074612,363,7.81210620943128,21,69,25,62.2421981582207,0.257762929642762,6.97,0.766929420407649,15.4641087715585,5.72372857129113
145,5,8,50,60,5.17,0.14,256,14.66,26,140,1.07066666666667,9.8731450454763E-05,4.45333333333333E-05,68.9153662499482,0.644730785524579,17.0827053427403,84.9833097502123,5.85387372747124,27.7482066008117,0.298118403913661,47.5688014644456,365,3.30173034379496,25,92,39,28.3911698117303,0.514902888460137,5.17,2.95142458936254,34.7643761727799,3.7247545899407
146,5,8,65,60,3.68,0.15,328,15.67,24,58,1.07380952380952,9.16055962691539E-05,5.78933333333333E-05,61.2750850542744,0.564312159404848,16.1623359962833,85.3693029232784,6.18722442244712,31.5898972363056,0.312990738834815,45.8734376166295,365,2.28132751116648,25,69,25,21.1373578697143,0.54422419665778,3.68,3.78261903610121,37.2584426632859,1.54356405319327
147,5,8,80,60,3.16,0.16,386,15.57,23,64,1.08219047619048,8.79343423577062E-05,7.12533333333334E-05,55.2394159761301,0.502535039457143,15.110923723932,84.7081660177739,6.61772912278185,35.7073898733586,0.336767200805902,44.7560637588469,364,3.01002577449244,26,94,43,25.8828383916645,0.582091107359623,3.16,4.40139382515043,39.2950265776683,1.68407256761435
148,5,8,100,60,2.71,0.17,452,15.6,20,62,1.08480952380952,7.71460632130166E-05,8.90666666666667E-05,46.4140522021752,0.414864087378297,14.2536155105165,84.8160547716317,7.01576381979848,44.9160613161567,0.355529706262057,43.6390459028569,364,2.02687682151678,24,85,40,17.4288624554969,0.617101977894706,2.71,5.13170532590468,41.5706558054906,1.6243995755927
149,10,8,50,60,5.64,0.13,207,13.33,28,242,2.08057142857143,0.000133754863813,4.45333333333333E-05,75.0217153765235,0.71085952579049,27.0169495277201,85.1323732461443,3.70138012425856,23.8664615758438,0.376959108374982,52.1496906183856,363,4.22190484144917,24,84,33,34.8027699757417,0.325570964799913,5.64,1.20210746042925,16.2603907690912,3.24314387317589
150,10,8,65,60,5.07,0.14,255,13.37,26,224,2.09104761904762,0.000122005323869,5.78933333333333E-05,67.8189185879671,0.633033752051207,26.5088864248329,85.041328408908,3.7723199080261,27.1361073003997,0.383797913134016,50.5782068624416,363,2.80706328440982,23,91,40,22.0588892601589,0.331810781589474,5.07,1.47210548546571,17.4077028748887,2.9841776356952
151,10,8,80,60,4.58,0.16,295,13.42,24,198,2.11619047619048,0.000111396165271,7.12533333333334E-05,60.9890342554238,0.56134998862413,26.0553979169478,84.3611181567624,3.83797631180888,31.2496528986791,0.39282394540655,48.7582373573163,363,2.4546901490632,22,91,41,18.2074810846222,0.337585875745503,4.58,1.68149833481078,19.6430574705405,2.60445895926363
152,10,8,100,60,3.93,0.18,353,13.55,21,197,2.12247619047619,9.91110043248438E-05,8.90666666666667E-05,52.6688441846616,0.476678620556725,24.9417028705578,84.765855046845,4.0093493423035,38.7882406405778,0.407276180924339,49.8116751701285,365,4.00537838330392,24,82,42,33.0079334892781,0.352659734956328,3.93,2.00956731513252,22.0706456052907,2.58804594300135
153,15,8,50,60,7.2,0.11,167,11.1,34,469,3.047,0.000175756284619,4.45333333333333E-05,79.7841887659736,0.763623995045107,32.346003911567,84.739204689812,3.09157199984879,20.3545918646303,0.475096863515143,59.8568048211336,363,6.79934249676457,22,86,35,55.2266684739097,0.271932642676301,7.2,0.648023452878547,9.19351559127557,4.19976507692361
